1, none, tectonic:alpine_meadow, MONSTER, minecraft:spider, 80, 4, 4
321, none, tectonic:cold_plains, MONSTER, minecraft:creeper, 80, 4, 4
322, none, tectonic:cold_plains, MONSTER, minecraft:slime, 80, 4, 4
323, none, tectonic:cold_plains, MONSTER, minecraft:enderman, 5, 1, 4
324, none, tectonic:cold_plains, MONSTER, minecraft:witch, 5, 1, 1
325, none, tectonic:cold_plains, CREATURE, minecraft:sheep, 12, 4, 4
326, none, tectonic:cold_plains, CREATURE, minecraft:pig, 10, 4, 4
327, none, tectonic:cold_plains, CREATURE, minecraft:chicken, 10, 4, 4
328, none, tectonic:cold_plains, CREATURE, minecraft:cow, 10, 4, 4
329, none, tectonic:cold_plains, CREATURE, minecraft:horse, 10, 2, 6
330, none, tectonic:cold_plains, CREATURE, minecraft:donkey, 10, 1, 3
331, none, tectonic:cold_plains, AMBIENT, minecraft:bat, 10, 8, 8
332, none, tectonic:cold_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
333, none, tectonic:cold_river, MONSTER, minecraft:spider, 80, 4, 4
334, none, tectonic:cold_river, MONSTER, minecraft:zombie, 80, 4, 4
335, none, tectonic:cold_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
336, none, tectonic:cold_river, MONSTER, minecraft:skeleton, 80, 4, 4
337, none, tectonic:cold_river, MONSTER, minecraft:creeper, 80, 4, 4
338, none, tectonic:cold_river, MONSTER, minecraft:slime, 80, 4, 4
339, none, tectonic:cold_river, MONSTER, minecraft:enderman, 5, 1, 4
340, none, tectonic:cold_river, MONSTER, minecraft:witch, 5, 1, 1
341, none, tectonic:cold_river, MONSTER, minecraft:drowned, 80, 1, 1
342, none, tectonic:cold_river, AMBIENT, minecraft:bat, 10, 8, 8
343, none, tectonic:cold_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
344, none, tectonic:cold_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
345, none, tectonic:cold_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
346, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:spider, 80, 4, 4
347, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:zombie, 80, 4, 4
348, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
349, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
350, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:creeper, 80, 4, 4
351, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:slime, 80, 4, 4
352, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:enderman, 5, 1, 4
353, taiga, biomesoplenty:coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
354, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:sheep, 12, 4, 4
355, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:pig, 10, 4, 4
356, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:chicken, 10, 4, 4
357, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:cow, 10, 4, 4
358, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:wolf, 10, 4, 4
359, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:rabbit, 10, 2, 3
360, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:fox, 10, 2, 4
361, taiga, biomesoplenty:coniferous_forest, AMBIENT, minecraft:bat, 10, 8, 8
362, taiga, biomesoplenty:coniferous_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
363, taiga, biomesoplenty:coniferous_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
364, none, tectonic:coral_river, MONSTER, minecraft:spider, 80, 4, 4
365, none, tectonic:coral_river, MONSTER, minecraft:zombie, 80, 4, 4
366, none, tectonic:coral_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
367, none, tectonic:coral_river, MONSTER, minecraft:skeleton, 80, 4, 4
368, none, tectonic:coral_river, MONSTER, minecraft:creeper, 80, 4, 4
369, none, tectonic:coral_river, MONSTER, minecraft:slime, 80, 4, 4
370, none, tectonic:coral_river, MONSTER, minecraft:enderman, 5, 1, 4
371, none, tectonic:coral_river, MONSTER, minecraft:witch, 5, 1, 1
372, none, tectonic:coral_river, MONSTER, minecraft:drowned, 80, 1, 1
373, none, tectonic:coral_river, AMBIENT, minecraft:bat, 10, 8, 8
374, none, tectonic:coral_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
375, none, tectonic:coral_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
376, none, tectonic:coral_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
377, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:spider, 80, 4, 4
378, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:zombie, 80, 4, 4
379, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:zombie_villager, 10, 1, 1
380, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:skeleton, 80, 4, 4
381, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:creeper, 80, 4, 4
382, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:slime, 80, 4, 4
383, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:enderman, 5, 1, 4
384, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:witch, 5, 1, 1
385, extreme_hills, biomesoplenty:crag, CREATURE, minecraft:goat, 10, 4, 6
386, extreme_hills, biomesoplenty:crag, AMBIENT, minecraft:bat, 10, 8, 8
387, extreme_hills, biomesoplenty:crag, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
388, extreme_hills, biomesoplenty:crag, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
389, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
390, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 10, 3, 4
391, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 10, 3, 4
392, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 7, 4, 4
393, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 60, 1, 2
394, none, nullscape:crystal_peaks, MONSTER, minecraft:enderman, 5, 4, 4
395, nether, biomesoplenty:crystalline_chasm, MONSTER, minecraft:zombified_piglin, 10, 1, 4
396, nether, biomesoplenty:crystalline_chasm, MONSTER, minecraft:ghast, 7, 4, 4
397, nether, biomesoplenty:crystalline_chasm, CREATURE, minecraft:strider, 60, 1, 2
398, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
399, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
400, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
401, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
402, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
403, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
404, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
405, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
406, forest, minecraft:dark_forest, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
407, forest, minecraft:dark_forest, MONSTER, enderzoology:infested_zombie, 23, 1, 4
408, forest, minecraft:dark_forest, MONSTER, enderzoology:fallen_knight, 23, 4, 6
409, forest, minecraft:dark_forest, MONSTER, enderzoology:enderminy, 30, 4, 4
410, forest, minecraft:dark_forest, MONSTER, enderzoology:wither_witch, 10, 1, 1
411, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
412, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 4, 4
413, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
414, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 10, 4, 4
415, forest, minecraft:dark_forest, CREATURE, species:limpet, 10, 1, 1
416, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
417, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
418, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
419, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:spider, 80, 4, 4
420, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:zombie, 80, 4, 4
421, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
422, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:skeleton, 80, 4, 4
423, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:creeper, 80, 4, 4
424, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:slime, 80, 4, 4
425, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:enderman, 5, 1, 4
426, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:witch, 5, 1, 1
427, taiga, biomesoplenty:dead_forest, AMBIENT, minecraft:bat, 10, 8, 8
428, taiga, biomesoplenty:dead_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
429, taiga, biomesoplenty:dead_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
430, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
431, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
432, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
433, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
434, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
435, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
436, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
437, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
438, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
439, ocean, minecraft:deep_cold_ocean, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
440, ocean, minecraft:deep_cold_ocean, MONSTER, enderzoology:infested_zombie, 23, 1, 4
441, ocean, minecraft:deep_cold_ocean, MONSTER, enderzoology:fallen_knight, 23, 4, 6
442, ocean, minecraft:deep_cold_ocean, MONSTER, enderzoology:enderminy, 30, 4, 4
443, ocean, minecraft:deep_cold_ocean, MONSTER, enderzoology:wither_witch, 10, 1, 1
444, ocean, minecraft:deep_cold_ocean, MONSTER, lostfeatures:barnacle, 10, 1, 2
445, ocean, minecraft:deep_cold_ocean, CREATURE, species:limpet, 10, 1, 1
446, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
447, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
448, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
449, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
450, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
451, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
452, none, minecraft:deep_dark, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
453, none, nyctophobia:deep_dark_forest, MONSTER, minecraft:spider, 80, 4, 4
454, none, nyctophobia:deep_dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
455, none, nyctophobia:deep_dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
456, none, nyctophobia:deep_dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
457, none, nyctophobia:deep_dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
458, none, nyctophobia:deep_dark_forest, MONSTER, minecraft:slime, 80, 4, 4
459, none, nyctophobia:deep_dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
460, none, nyctophobia:deep_dark_forest, MONSTER, minecraft:witch, 5, 1, 1
461, none, nyctophobia:deep_dark_forest, CREATURE, minecraft:fox, 10, 2, 3
462, none, nyctophobia:deep_dark_forest, CREATURE, minecraft:sheep, 10, 3, 5
463, none, nyctophobia:deep_dark_forest, CREATURE, minecraft:cow, 10, 3, 5
464, none, nyctophobia:deep_dark_forest, CREATURE, minecraft:pig, 10, 3, 5
465, none, nyctophobia:deep_dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
466, none, nyctophobia:deep_dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
467, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
468, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
469, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
470, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
471, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
472, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
473, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
474, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
475, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
476, ocean, minecraft:deep_frozen_ocean, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
477, ocean, minecraft:deep_frozen_ocean, MONSTER, enderzoology:infested_zombie, 23, 1, 4
478, ocean, minecraft:deep_frozen_ocean, MONSTER, enderzoology:fallen_knight, 23, 4, 6
479, ocean, minecraft:deep_frozen_ocean, MONSTER, enderzoology:enderminy, 30, 4, 4
480, ocean, minecraft:deep_frozen_ocean, MONSTER, enderzoology:wither_witch, 10, 1, 1
481, ocean, minecraft:deep_frozen_ocean, MONSTER, lostfeatures:barnacle, 10, 1, 2
482, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
483, ocean, minecraft:deep_frozen_ocean, CREATURE, species:limpet, 10, 1, 1
484, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
485, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
486, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
487, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
488, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
489, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
490, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
491, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
492, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
493, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
494, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
495, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
496, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
497, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
498, ocean, minecraft:deep_lukewarm_ocean, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
499, ocean, minecraft:deep_lukewarm_ocean, MONSTER, enderzoology:infested_zombie, 23, 1, 4
500, ocean, minecraft:deep_lukewarm_ocean, MONSTER, enderzoology:fallen_knight, 23, 4, 6
501, ocean, minecraft:deep_lukewarm_ocean, MONSTER, enderzoology:enderminy, 30, 4, 4
502, ocean, minecraft:deep_lukewarm_ocean, MONSTER, enderzoology:wither_witch, 10, 1, 1
503, ocean, minecraft:deep_lukewarm_ocean, MONSTER, lostfeatures:barnacle, 10, 1, 2
504, ocean, minecraft:deep_lukewarm_ocean, CREATURE, species:limpet, 10, 1, 1
505, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
506, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
507, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
508, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
509, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
510, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
511, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
512, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
513, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
514, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
515, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
516, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
517, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
518, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
519, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
520, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
521, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
522, ocean, minecraft:deep_ocean, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
523, ocean, minecraft:deep_ocean, MONSTER, enderzoology:infested_zombie, 23, 1, 4
524, ocean, minecraft:deep_ocean, MONSTER, enderzoology:fallen_knight, 23, 4, 6
525, ocean, minecraft:deep_ocean, MONSTER, enderzoology:enderminy, 30, 4, 4
526, ocean, minecraft:deep_ocean, MONSTER, enderzoology:wither_witch, 10, 1, 1
527, ocean, minecraft:deep_ocean, MONSTER, lostfeatures:barnacle, 10, 1, 2
528, ocean, minecraft:deep_ocean, CREATURE, species:limpet, 10, 1, 1
529, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
530, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
531, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
532, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
533, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
534, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
535, desert, minecraft:desert, MONSTER, minecraft:spider, 80, 4, 4
536, desert, minecraft:desert, MONSTER, minecraft:zombie, 19, 4, 4
537, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
538, desert, minecraft:desert, MONSTER, minecraft:skeleton, 80, 4, 4
539, desert, minecraft:desert, MONSTER, minecraft:creeper, 80, 4, 4
540, desert, minecraft:desert, MONSTER, minecraft:slime, 80, 4, 4
541, desert, minecraft:desert, MONSTER, minecraft:enderman, 5, 1, 4
542, desert, minecraft:desert, MONSTER, minecraft:witch, 5, 1, 1
543, desert, minecraft:desert, MONSTER, minecraft:husk, 80, 4, 4
544, desert, minecraft:desert, MONSTER, cactusmod:cactus_creeper, 80, 4, 4
545, desert, minecraft:desert, MONSTER, cactusmod:cactus_skeleton, 80, 4, 4
546, desert, minecraft:desert, MONSTER, cactusmod:cactus_slime, 80, 2, 2
547, desert, minecraft:desert, MONSTER, cactusmod:cactus_spider, 80, 4, 4
548, desert, minecraft:desert, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
549, desert, minecraft:desert, MONSTER, enderzoology:infested_zombie, 10, 1, 4
550, desert, minecraft:desert, MONSTER, enderzoology:fallen_knight, 10, 4, 6
551, desert, minecraft:desert, MONSTER, enderzoology:enderminy, 30, 4, 4
552, desert, minecraft:desert, MONSTER, enderzoology:wither_witch, 10, 1, 1
553, desert, minecraft:desert, CREATURE, minecraft:rabbit, 10, 2, 3
554, desert, minecraft:desert, CREATURE, minecraft:pig, 10, 2, 2
555, desert, minecraft:desert, CREATURE, cactusmod:cactus_cow, 10, 4, 4
556, desert, minecraft:desert, CREATURE, cactusmod:cactus_pig, 10, 4, 4
557, desert, minecraft:desert, CREATURE, cactusmod:cactus_sheep, 12, 4, 4
558, desert, minecraft:desert, CREATURE, species:limpet, 10, 1, 1
559, desert, minecraft:desert, AMBIENT, minecraft:bat, 10, 8, 8
560, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
561, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
562, none, tectonic:desert_dunes, MONSTER, minecraft:spider, 80, 4, 4
563, none, tectonic:desert_dunes, MONSTER, minecraft:zombie, 19, 4, 4
564, none, tectonic:desert_dunes, MONSTER, minecraft:zombie_villager, 10, 1, 1
565, none, tectonic:desert_dunes, MONSTER, minecraft:skeleton, 80, 4, 4
566, none, tectonic:desert_dunes, MONSTER, minecraft:creeper, 80, 4, 4
567, none, tectonic:desert_dunes, MONSTER, minecraft:slime, 80, 4, 4
568, none, tectonic:desert_dunes, MONSTER, minecraft:enderman, 5, 1, 4
569, none, tectonic:desert_dunes, MONSTER, minecraft:witch, 5, 1, 1
570, none, tectonic:desert_dunes, MONSTER, minecraft:husk, 80, 4, 4
571, none, tectonic:desert_dunes, CREATURE, minecraft:rabbit, 10, 2, 3
572, none, tectonic:desert_dunes, AMBIENT, minecraft:bat, 10, 8, 8
573, none, tectonic:desert_dunes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
574, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
575, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
576, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
577, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
578, none, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
579, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
580, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
581, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
582, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
583, none, minecraft:dripstone_caves, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
584, none, minecraft:dripstone_caves, MONSTER, enderzoology:infested_zombie, 23, 1, 4
